kep5_signer6_rep5_sentences/sentences0005|δεύτερον βεβαίωση εργοδότη επικυρωμένη από το ικα|ΔΕΥΤΕΡΟΝ ΒΕΒΑΙΩΣΗ ΑΦΕΝΤΙΚΟ ΑΥΤΟ ΧΑΡΤΙ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΣΦΡΑΓΙΔΑ ΕΓΚΡΙΣΗ
kep5_signer6_rep5_sentences/sentences0006|τρίτον το αφεντικό πρέπει να δηλώσει στο ικα τη διακοπή εργασίας χρειάζομαι βεβαίωση του ικα για τη διακοπή|ΤΡΙΤΟΝ ΑΦΕΝΤΙΚΟ ΠΡΕΠΕΙ ΑΙΤΗΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ ΔΟΥΛΕΥΩ ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΒΕΒΑΙΩΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ
kep5_signer6_rep5_sentences/sentences0007|εντάξει |ΕΝΤΑΞΕΙ
kep5_signer6_rep5_sentences/sentences0008|το μωρό γεννήθηκε κανονικά|ΜΩΡΟ ΓΕΝΝΩ ΗΜΕΡΑ ΚΑΝΟΝΙΚΑ
kep5_signer6_rep5_sentences/sentences0009|το μωρό γεννήθηκε πρόωρα|ΜΩΡΟ ΓΕΝΝΩ ΝΩΡΙΣ
kep5_signer6_rep5_sentences/sentences0010|τέταρτον χρειάζομαι και βεβαίωση τοκετού από το μαιευτήριο|ΤΕΤΑΡΤΟΝ ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΕΒΑΙΩΣΗ ΓΕΝΝΩ ΕΚΕΙ ΓΙΑΤΡΟΣ(1) ΓΕΝΝΩ
kep5_signer6_rep5_sentences/sentences0011|μάλιστα|ΟΚ
kep5_signer6_rep5_sentences/sentences0012|το επίδομα καταβάλλεται 63 ημέρες μετά την ημέρα τοκετού|ΕΠΙΔΟΜΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ ΠΟΤΕ ΗΜΕΡΑ ΓΕΝΝΩ ΜΕΤΑ 60 3 ΗΜΕΡΑ
kep5_signer6_rep5_sentences/sentences0013|ωραία|ΚΑΛΟ
kep5_signer6_rep5_sentences/sentences0014|η μητέρα θα συμπληρώσει δήλωση εργασιακής αποχής|ΜΗΤΕΡΑ ΑΙΤΗΣΗ ΣΥΜΠΛΗΡΩΝΩ ΓΙΑ ΔΟΥΛΕΥΩ ΑΠΟΥΣΙΑ
kep5_signer6_rep5_sentences/sentences0015|εντάξει|ΕΝΤΑΞΕΙ
kep5_signer6_rep5_sentences/sentences0016|η μητέρα θα συμπληρώσει και την ημερομηνία διακοπής της εργασίας|ΜΗΤΕΡΑ ΣΥΝ ΗΜΕΡΑ ΜΗΝΑΣ ΔΟΥΛΕΥΩ ΔΙΑΚΟΠΗ ΣΥΜΠΛΗΡΩΝΩ
kep5_signer6_rep5_sentences/sentences0017|βεβαίως|ΦΥΣΙΚΑ
kep5_signer6_rep5_sentences/sentences0018|χρειάζομαι και το βιβλιάριο υγείας |ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΙΒΛΙΟ ΥΓΕΙΑ
kep5_signer6_rep5_sentences/sentences0019|θα φέρω το βιβλιάριο|ΜΕΤΑ ΕΓΩ(1) ΒΙΒΛΙΟ ΥΓΕΙΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer6_rep5_sentences/sentences0020|θα καταχωρήσω την αίτησή σας και θα σας δώσω βεβαίωση παραλαβής |ΕΓΩ(1) ΤΩΡΑ ΑΙΤΗΣΗ ΔΙΚΟ_ΣΟΥ ΚΑΤΑΧΩΡΩ ΜΕΤΑ ΕΣΥ ΒΕΒΑΙΩΣΗ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer6_rep5_sentences/sentences0021|πολύ ωραία|ΚΑΛΟ
kep5_signer6_rep5_sentences/sentences0022|θα σας ενημερώσω με sms|ΕΓΩ(1) ΣΤΕΛΝΩ_ΜΗΝΥΜΑ_ΕΣΕΝΑ ΕΝΗΜΕΡΩΝΩ_ΕΣΕΝΑ
kep5_signer6_rep5_sentences/sentences0023|ευχαριστώ πολύ|ΕΥΧΑΡΙΣΤΩ ΠΟΛΥ
kep5_signer6_rep5_sentences/sentences0024|παρακαλώ γεια σας|ΠΑΡΑΚΑΛΩ ΓΕΙΑ
kep5_signer7_rep1_sentences/sentences0000|γεια σας μπορώ να βοηθήσω|ΓΕΙΑ ΜΠΟΡΩ ΒΟΗΘΩ ΠΩΣ
kep5_signer7_rep1_sentences/sentences0001|θέλω να κάνω αίτηση για επίδομα λοχείας|ΘΕΛΩ ΑΙΤΗΣΗ ΕΠΙΔΟΜΑ ΓΙΑ ΓΕΝΝΩ ΜΕΤΑ
kep5_signer7_rep1_sentences/sentences0002|η γυναίκα σας εργαζόταν πριν γεννήσει|ΓΥΝΑΙΚΑ ΔΙΚΟ_ΣΟΥ ΓΕΝΝΩ ΠΡΙΝ ΔΟΥΛΕΥΩ
kep5_signer7_rep1_sentences/sentences0003|ναι ως ιδιωτικός υπάλληλος|ΝΑΙ ΥΠΑΛΛΗΛΟΣ ΙΔΙΟΚΤΗΤΗΣ
kep5_signer7_rep1_sentences/sentences0004|χρειάζεται να φέρετε πρώτον βεβαίωση γυναικολόγου του ικα με ημερομηνία τοκετού|ΧΡΕΙΑΖΟΜΑΙ ΠΡΩΤΟΝ ΓΙΑΤΡΟΣ(2) ΓΥΝΑΙΚΟΛΟΓΟΣ ΙΚΑ(Δ.Α.) ΒΕΒΑΙΩΣΗ ΓΙΑ ΗΜΕΡΑ ΜΗΝΑΣ ΓΕΝΝΩ
kep5_signer7_rep1_sentences/sentences0005|δεύτερον βεβαίωση εργοδότη επικυρωμένη από το ικα|ΔΕΥΤΕΡΟΝ ΒΕΒΑΙΩΣΗ ΑΦΕΝΤΙΚΟ ΑΥΤΟ ΧΑΡΤΙ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΣΦΡΑΓΙΔΑ ΕΓΚΡΙΣΗ
kep5_signer7_rep1_sentences/sentences0006|τρίτον το αφεντικό πρέπει να δηλώσει στο ικα τη διακοπή εργασίας χρειάζομαι βεβαίωση του ικα για τη διακοπή|ΤΡΙΤΟΝ ΑΦΕΝΤΙΚΟ ΠΡΕΠΕΙ ΑΙΤΗΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ ΔΟΥΛΕΥΩ ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΒΕΒΑΙΩΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ
kep5_signer7_rep1_sentences/sentences0007|εντάξει |ΕΝΤΑΞΕΙ
kep5_signer7_rep1_sentences/sentences0008|το μωρό γεννήθηκε κανονικά|ΜΩΡΟ ΓΕΝΝΩ ΗΜΕΡΑ ΚΑΝΟΝΙΚΑ
kep5_signer7_rep1_sentences/sentences0009|το μωρό γεννήθηκε πρόωρα|ΜΩΡΟ ΓΕΝΝΩ ΝΩΡΙΣ
kep5_signer7_rep1_sentences/sentences0010|τέταρτον χρειάζομαι και βεβαίωση τοκετού από το μαιευτήριο|ΤΕΤΑΡΤΟΝ ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΕΒΑΙΩΣΗ ΓΕΝΝΩ ΕΚΕΙ ΓΙΑΤΡΟΣ(1) ΓΕΝΝΩ
kep5_signer7_rep1_sentences/sentences0011|μάλιστα|ΟΚ
kep5_signer7_rep1_sentences/sentences0012|το επίδομα καταβάλλεται 63 ημέρες μετά την ημέρα τοκετού|ΕΠΙΔΟΜΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ ΠΟΤΕ ΗΜΕΡΑ ΓΕΝΝΩ ΜΕΤΑ 60 3 ΗΜΕΡΑ
kep5_signer7_rep1_sentences/sentences0013|ωραία|ΚΑΛΟ
kep5_signer7_rep1_sentences/sentences0014|η μητέρα θα συμπληρώσει δήλωση εργασιακής αποχής|ΜΗΤΕΡΑ ΑΙΤΗΣΗ ΣΥΜΠΛΗΡΩΝΩ ΓΙΑ ΔΟΥΛΕΥΩ ΑΠΟΥΣΙΑ
kep5_signer7_rep1_sentences/sentences0015|εντάξει|ΕΝΤΑΞΕΙ
kep5_signer7_rep1_sentences/sentences0016|η μητέρα θα συμπληρώσει και την ημερομηνία διακοπής της εργασίας|ΜΗΤΕΡΑ ΣΥΝ ΗΜΕΡΑ ΜΗΝΑΣ ΔΟΥΛΕΥΩ ΔΙΑΚΟΠΗ ΣΥΜΠΛΗΡΩΝΩ
kep5_signer7_rep1_sentences/sentences0017|βεβαίως|ΦΥΣΙΚΑ
kep5_signer7_rep1_sentences/sentences0018|χρειάζομαι και το βιβλιάριο υγείας |ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΙΒΛΙΟ ΥΓΕΙΑ
kep5_signer7_rep1_sentences/sentences0019|θα φέρω το βιβλιάριο|ΜΕΤΑ ΕΓΩ(1) ΒΙΒΛΙΟ ΥΓΕΙΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer7_rep1_sentences/sentences0020|θα καταχωρήσω την αίτησή σας και θα σας δώσω βεβαίωση παραλαβής |ΕΓΩ(1) ΤΩΡΑ ΑΙΤΗΣΗ ΔΙΚΟ_ΣΟΥ ΚΑΤΑΧΩΡΩ ΜΕΤΑ ΕΣΥ ΒΕΒΑΙΩΣΗ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer7_rep1_sentences/sentences0021|πολύ ωραία|ΚΑΛΟ
kep5_signer7_rep1_sentences/sentences0022|θα σας ενημερώσω με sms|ΕΓΩ(1) ΣΤΕΛΝΩ_ΜΗΝΥΜΑ_ΕΣΕΝΑ ΕΝΗΜΕΡΩΝΩ_ΕΣΕΝΑ
kep5_signer7_rep1_sentences/sentences0023|ευχαριστώ πολύ|ΕΥΧΑΡΙΣΤΩ ΠΟΛΥ
kep5_signer7_rep1_sentences/sentences0024|παρακαλώ γεια σας|ΠΑΡΑΚΑΛΩ ΓΕΙΑ
kep5_signer7_rep2_sentences/sentences0000|γεια σας μπορώ να βοηθήσω|ΓΕΙΑ ΜΠΟΡΩ ΒΟΗΘΩ ΠΩΣ
kep5_signer7_rep2_sentences/sentences0001|θέλω να κάνω αίτηση για επίδομα λοχείας|ΘΕΛΩ ΑΙΤΗΣΗ ΕΠΙΔΟΜΑ ΓΙΑ ΓΕΝΝΩ ΜΕΤΑ
kep5_signer7_rep2_sentences/sentences0002|η γυναίκα σας εργαζόταν πριν γεννήσει|ΓΥΝΑΙΚΑ ΔΙΚΟ_ΣΟΥ ΓΕΝΝΩ ΠΡΙΝ ΔΟΥΛΕΥΩ
kep5_signer7_rep2_sentences/sentences0003|ναι ως ιδιωτικός υπάλληλος|ΝΑΙ ΥΠΑΛΛΗΛΟΣ ΙΔΙΟΚΤΗΤΗΣ
kep5_signer7_rep2_sentences/sentences0004|χρειάζεται να φέρετε πρώτον βεβαίωση γυναικολόγου του ικα με ημερομηνία τοκετού|ΧΡΕΙΑΖΟΜΑΙ ΠΡΩΤΟΝ ΓΙΑΤΡΟΣ(2) ΓΥΝΑΙΚΟΛΟΓΟΣ ΙΚΑ(Δ.Α.) ΒΕΒΑΙΩΣΗ ΓΙΑ ΗΜΕΡΑ ΜΗΝΑΣ ΓΕΝΝΩ
kep5_signer7_rep2_sentences/sentences0005|δεύτερον βεβαίωση εργοδότη επικυρωμένη από το ικα|ΔΕΥΤΕΡΟΝ ΒΕΒΑΙΩΣΗ ΑΦΕΝΤΙΚΟ ΑΥΤΟ ΧΑΡΤΙ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΣΦΡΑΓΙΔΑ ΕΓΚΡΙΣΗ
kep5_signer7_rep2_sentences/sentences0006|τρίτον το αφεντικό πρέπει να δηλώσει στο ικα τη διακοπή εργασίας χρειάζομαι βεβαίωση του ικα για τη διακοπή|ΤΡΙΤΟΝ ΑΦΕΝΤΙΚΟ ΠΡΕΠΕΙ ΑΙΤΗΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ ΔΟΥΛΕΥΩ ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΒΕΒΑΙΩΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ
kep5_signer7_rep2_sentences/sentences0007|εντάξει |ΕΝΤΑΞΕΙ
kep5_signer7_rep2_sentences/sentences0008|το μωρό γεννήθηκε κανονικά|ΜΩΡΟ ΓΕΝΝΩ ΗΜΕΡΑ ΚΑΝΟΝΙΚΑ
kep5_signer7_rep2_sentences/sentences0009|το μωρό γεννήθηκε πρόωρα|ΜΩΡΟ ΓΕΝΝΩ ΝΩΡΙΣ
kep5_signer7_rep2_sentences/sentences0010|τέταρτον χρειάζομαι και βεβαίωση τοκετού από το μαιευτήριο|ΤΕΤΑΡΤΟΝ ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΕΒΑΙΩΣΗ ΓΕΝΝΩ ΕΚΕΙ ΓΙΑΤΡΟΣ(1) ΓΕΝΝΩ
kep5_signer7_rep2_sentences/sentences0011|μάλιστα|ΟΚ
kep5_signer7_rep2_sentences/sentences0012|το επίδομα καταβάλλεται 63 ημέρες μετά την ημέρα τοκετού|ΕΠΙΔΟΜΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ ΠΟΤΕ ΗΜΕΡΑ ΓΕΝΝΩ ΜΕΤΑ 60 3 ΗΜΕΡΑ
kep5_signer7_rep2_sentences/sentences0013|ωραία|ΚΑΛΟ
kep5_signer7_rep2_sentences/sentences0014|η μητέρα θα συμπληρώσει δήλωση εργασιακής αποχής|ΜΗΤΕΡΑ ΑΙΤΗΣΗ ΣΥΜΠΛΗΡΩΝΩ ΓΙΑ ΔΟΥΛΕΥΩ ΑΠΟΥΣΙΑ
kep5_signer7_rep2_sentences/sentences0015|εντάξει|ΕΝΤΑΞΕΙ
kep5_signer7_rep2_sentences/sentences0016|η μητέρα θα συμπληρώσει και την ημερομηνία διακοπής της εργασίας|ΜΗΤΕΡΑ ΣΥΝ ΗΜΕΡΑ ΜΗΝΑΣ ΔΟΥΛΕΥΩ ΔΙΑΚΟΠΗ ΣΥΜΠΛΗΡΩΝΩ
kep5_signer7_rep2_sentences/sentences0017|βεβαίως|ΦΥΣΙΚΑ
kep5_signer7_rep2_sentences/sentences0018|χρειάζομαι και το βιβλιάριο υγείας |ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΙΒΛΙΟ ΥΓΕΙΑ
kep5_signer7_rep2_sentences/sentences0019|θα φέρω το βιβλιάριο|ΜΕΤΑ ΕΓΩ(1) ΒΙΒΛΙΟ ΥΓΕΙΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer7_rep2_sentences/sentences0020|θα καταχωρήσω την αίτησή σας και θα σας δώσω βεβαίωση παραλαβής |ΕΓΩ(1) ΤΩΡΑ ΑΙΤΗΣΗ ΔΙΚΟ_ΣΟΥ ΚΑΤΑΧΩΡΩ ΜΕΤΑ ΕΣΥ ΒΕΒΑΙΩΣΗ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer7_rep2_sentences/sentences0021|πολύ ωραία|ΚΑΛΟ
kep5_signer7_rep2_sentences/sentences0022|θα σας ενημερώσω με sms|ΕΓΩ(1) ΣΤΕΛΝΩ_ΜΗΝΥΜΑ_ΕΣΕΝΑ ΕΝΗΜΕΡΩΝΩ_ΕΣΕΝΑ
kep5_signer7_rep2_sentences/sentences0023|ευχαριστώ πολύ|ΕΥΧΑΡΙΣΤΩ ΠΟΛΥ
kep5_signer7_rep2_sentences/sentences0024|παρακαλώ γεια σας|ΠΑΡΑΚΑΛΩ ΓΕΙΑ
kep5_signer7_rep3_sentences/sentences0000|γεια σας μπορώ να βοηθήσω|ΓΕΙΑ ΜΠΟΡΩ ΒΟΗΘΩ ΠΩΣ
kep5_signer7_rep3_sentences/sentences0001|θέλω να κάνω αίτηση για επίδομα λοχείας|ΘΕΛΩ ΑΙΤΗΣΗ ΕΠΙΔΟΜΑ ΓΙΑ ΓΕΝΝΩ ΜΕΤΑ
kep5_signer7_rep3_sentences/sentences0002|η γυναίκα σας εργαζόταν πριν γεννήσει|ΓΥΝΑΙΚΑ ΔΙΚΟ_ΣΟΥ ΓΕΝΝΩ ΠΡΙΝ ΔΟΥΛΕΥΩ
kep5_signer7_rep3_sentences/sentences0003|ναι ως ιδιωτικός υπάλληλος|ΝΑΙ ΥΠΑΛΛΗΛΟΣ ΙΔΙΟΚΤΗΤΗΣ
kep5_signer7_rep3_sentences/sentences0004|χρειάζεται να φέρετε πρώτον βεβαίωση γυναικολόγου του ικα με ημερομηνία τοκετού|ΧΡΕΙΑΖΟΜΑΙ ΠΡΩΤΟΝ ΓΙΑΤΡΟΣ(2) ΓΥΝΑΙΚΟΛΟΓΟΣ ΙΚΑ(Δ.Α.) ΒΕΒΑΙΩΣΗ ΓΙΑ ΗΜΕΡΑ ΜΗΝΑΣ ΓΕΝΝΩ
kep5_signer7_rep3_sentences/sentences0005|δεύτερον βεβαίωση εργοδότη επικυρωμένη από το ικα|ΔΕΥΤΕΡΟΝ ΒΕΒΑΙΩΣΗ ΑΦΕΝΤΙΚΟ ΑΥΤΟ ΧΑΡΤΙ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΣΦΡΑΓΙΔΑ ΕΓΚΡΙΣΗ
kep5_signer7_rep3_sentences/sentences0006|τρίτον το αφεντικό πρέπει να δηλώσει στο ικα τη διακοπή εργασίας χρειάζομαι βεβαίωση του ικα για τη διακοπή|ΤΡΙΤΟΝ ΑΦΕΝΤΙΚΟ ΠΡΕΠΕΙ ΑΙΤΗΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ ΔΟΥΛΕΥΩ ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΒΕΒΑΙΩΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ
kep5_signer7_rep3_sentences/sentences0007|εντάξει |ΕΝΤΑΞΕΙ
kep5_signer7_rep3_sentences/sentences0008|το μωρό γεννήθηκε κανονικά|ΜΩΡΟ ΓΕΝΝΩ ΗΜΕΡΑ ΚΑΝΟΝΙΚΑ
kep5_signer7_rep3_sentences/sentences0009|το μωρό γεννήθηκε πρόωρα|ΜΩΡΟ ΓΕΝΝΩ ΝΩΡΙΣ
kep5_signer7_rep3_sentences/sentences0010|τέταρτον χρειάζομαι και βεβαίωση τοκετού από το μαιευτήριο|ΤΕΤΑΡΤΟΝ ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΕΒΑΙΩΣΗ ΓΕΝΝΩ ΕΚΕΙ ΓΙΑΤΡΟΣ(2) ΓΕΝΝΩ
kep5_signer7_rep3_sentences/sentences0011|μάλιστα|ΟΚ
kep5_signer7_rep3_sentences/sentences0012|το επίδομα καταβάλλεται 63 ημέρες μετά την ημέρα τοκετού|ΕΠΙΔΟΜΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ ΠΟΤΕ ΗΜΕΡΑ ΓΕΝΝΩ ΜΕΤΑ 60 3 ΗΜΕΡΑ
kep5_signer7_rep3_sentences/sentences0013|ωραία|ΚΑΛΟ
kep5_signer7_rep3_sentences/sentences0014|η μητέρα θα συμπληρώσει δήλωση εργασιακής αποχής|ΜΗΤΕΡΑ ΑΙΤΗΣΗ ΣΥΜΠΛΗΡΩΝΩ ΓΙΑ ΔΟΥΛΕΥΩ ΑΠΟΥΣΙΑ
kep5_signer7_rep3_sentences/sentences0015|εντάξει|ΕΝΤΑΞΕΙ
kep5_signer7_rep3_sentences/sentences0016|η μητέρα θα συμπληρώσει και την ημερομηνία διακοπής της εργασίας|ΜΗΤΕΡΑ ΣΥΝ ΗΜΕΡΑ ΜΗΝΑΣ ΔΟΥΛΕΥΩ ΔΙΑΚΟΠΗ ΣΥΜΠΛΗΡΩΝΩ
kep5_signer7_rep3_sentences/sentences0017|βεβαίως|ΦΥΣΙΚΑ
kep5_signer7_rep3_sentences/sentences0018|χρειάζομαι και το βιβλιάριο υγείας |ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΙΒΛΙΟ ΥΓΕΙΑ
kep5_signer7_rep3_sentences/sentences0019|θα φέρω το βιβλιάριο|ΜΕΤΑ ΕΓΩ(1) ΒΙΒΛΙΟ ΥΓΕΙΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer7_rep3_sentences/sentences0020|θα καταχωρήσω την αίτησή σας και θα σας δώσω βεβαίωση παραλαβής |ΕΓΩ(1) ΤΩΡΑ ΑΙΤΗΣΗ ΔΙΚΟ_ΣΟΥ ΚΑΤΑΧΩΡΩ ΜΕΤΑ ΕΣΥ ΒΕΒΑΙΩΣΗ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer7_rep3_sentences/sentences0021|πολύ ωραία|ΚΑΛΟ
kep5_signer7_rep3_sentences/sentences0022|θα σας ενημερώσω με sms|ΕΓΩ(1) ΣΤΕΛΝΩ_ΜΗΝΥΜΑ_ΕΣΕΝΑ ΕΝΗΜΕΡΩΝΩ_ΕΣΕΝΑ
kep5_signer7_rep3_sentences/sentences0023|ευχαριστώ πολύ|ΕΥΧΑΡΙΣΤΩ ΠΟΛΥ
kep5_signer7_rep3_sentences/sentences0024|παρακαλώ γεια σας|ΠΑΡΑΚΑΛΩ ΓΕΙΑ
kep5_signer7_rep4_sentences/sentences0000|γεια σας μπορώ να βοηθήσω|ΓΕΙΑ ΜΠΟΡΩ ΒΟΗΘΩ ΠΩΣ
kep5_signer7_rep4_sentences/sentences0001|θέλω να κάνω αίτηση για επίδομα λοχείας|ΘΕΛΩ ΑΙΤΗΣΗ ΕΠΙΔΟΜΑ ΓΙΑ ΓΕΝΝΩ ΜΕΤΑ
kep5_signer7_rep4_sentences/sentences0002|η γυναίκα σας εργαζόταν πριν γεννήσει|ΓΥΝΑΙΚΑ ΔΙΚΟ_ΣΟΥ ΓΕΝΝΩ ΠΡΙΝ ΔΟΥΛΕΥΩ
kep5_signer7_rep4_sentences/sentences0003|ναι ως ιδιωτικός υπάλληλος|ΝΑΙ ΥΠΑΛΛΗΛΟΣ ΙΔΙΟΚΤΗΤΗΣ
kep5_signer7_rep4_sentences/sentences0004|χρειάζεται να φέρετε πρώτον βεβαίωση γυναικολόγου του ικα με ημερομηνία τοκετού|ΧΡΕΙΑΖΟΜΑΙ ΠΡΩΤΟΝ ΓΙΑΤΡΟΣ(2) ΓΥΝΑΙΚΟΛΟΓΟΣ ΙΚΑ(Δ.Α.) ΒΕΒΑΙΩΣΗ ΓΙΑ ΗΜΕΡΑ ΜΗΝΑΣ ΓΕΝΝΩ
kep5_signer7_rep4_sentences/sentences0005|δεύτερον βεβαίωση εργοδότη επικυρωμένη από το ικα|ΔΕΥΤΕΡΟΝ ΒΕΒΑΙΩΣΗ ΑΦΕΝΤΙΚΟ ΑΥΤΟ ΧΑΡΤΙ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΣΦΡΑΓΙΔΑ ΕΓΚΡΙΣΗ
kep5_signer7_rep4_sentences/sentences0006|τρίτον το αφεντικό πρέπει να δηλώσει στο ικα τη διακοπή εργασίας χρειάζομαι βεβαίωση του ικα για τη διακοπή|ΤΡΙΤΟΝ ΑΦΕΝΤΙΚΟ ΠΡΕΠΕΙ ΑΙΤΗΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ ΔΟΥΛΕΥΩ ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΒΕΒΑΙΩΣΗ ΕΝΣΗΜΑ ΙΚΑ(Δ.Α.) ΓΙΑ ΔΙΑΚΟΠΗ
kep5_signer7_rep4_sentences/sentences0007|εντάξει |ΕΝΤΑΞΕΙ
kep5_signer7_rep4_sentences/sentences0008|το μωρό γεννήθηκε κανονικά|ΜΩΡΟ ΓΕΝΝΩ ΗΜΕΡΑ ΚΑΝΟΝΙΚΑ
kep5_signer7_rep4_sentences/sentences0009|το μωρό γεννήθηκε πρόωρα|ΜΩΡΟ ΓΕΝΝΩ ΝΩΡΙΣ
kep5_signer7_rep4_sentences/sentences0010|τέταρτον χρειάζομαι και βεβαίωση τοκετού από το μαιευτήριο|ΤΕΤΑΡΤΟΝ ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΕΒΑΙΩΣΗ ΓΕΝΝΩ ΕΚΕΙ ΓΙΑΤΡΟΣ(1) ΓΕΝΝΩ
kep5_signer7_rep4_sentences/sentences0011|μάλιστα|ΟΚ
kep5_signer7_rep4_sentences/sentences0012|το επίδομα καταβάλλεται 63 ημέρες μετά την ημέρα τοκετού|ΕΠΙΔΟΜΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ ΠΟΤΕ ΗΜΕΡΑ ΓΕΝΝΩ ΜΕΤΑ 60 3 ΗΜΕΡΑ
kep5_signer7_rep4_sentences/sentences0013|ωραία|ΚΑΛΟ
kep5_signer7_rep4_sentences/sentences0014|η μητέρα θα συμπληρώσει δήλωση εργασιακής αποχής|ΜΗΤΕΡΑ ΑΙΤΗΣΗ ΣΥΜΠΛΗΡΩΝΩ ΓΙΑ ΔΟΥΛΕΥΩ ΑΠΟΥΣΙΑ
kep5_signer7_rep4_sentences/sentences0015|εντάξει|ΕΝΤΑΞΕΙ
kep5_signer7_rep4_sentences/sentences0016|η μητέρα θα συμπληρώσει και την ημερομηνία διακοπής της εργασίας|ΜΗΤΕΡΑ ΣΥΝ ΗΜΕΡΑ ΜΗΝΑΣ ΔΟΥΛΕΥΩ ΔΙΑΚΟΠΗ ΣΥΜΠΛΗΡΩΝΩ
kep5_signer7_rep4_sentences/sentences0017|βεβαίως|ΦΥΣΙΚΑ
kep5_signer7_rep4_sentences/sentences0018|χρειάζομαι και το βιβλιάριο υγείας |ΕΓΩ(1) ΧΡΕΙΑΖΟΜΑΙ ΣΥΝ ΒΙΒΛΙΟ ΥΓΕΙΑ
kep5_signer7_rep4_sentences/sentences0019|θα φέρω το βιβλιάριο|ΜΕΤΑ ΕΓΩ(1) ΒΙΒΛΙΟ ΥΓΕΙΑ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer7_rep4_sentences/sentences0020|θα καταχωρήσω την αίτησή σας και θα σας δώσω βεβαίωση παραλαβής |ΕΓΩ(1) ΤΩΡΑ ΑΙΤΗΣΗ ΔΙΚΟ_ΣΟΥ ΚΑΤΑΧΩΡΩ ΜΕΤΑ ΕΣΥ ΒΕΒΑΙΩΣΗ ΕΓΩ_ΔΙΝΩ_ΕΣΕΝΑ
kep5_signer7_rep4_sentences/sentences0021|πολύ ωραία|ΚΑΛΟ
kep5_signer7_rep4_sentences/sentences0022|θα σας ενημερώσω με sms|ΕΓΩ(1) ΣΤΕΛΝΩ_ΜΗΝΥΜΑ_ΕΣΕΝΑ ΕΝΗΜΕΡΩΝΩ_ΕΣΕΝΑ
kep5_signer7_rep4_sentences/sentences0023|ευχαριστώ πολύ|ΕΥΧΑΡΙΣΤΩ ΠΟΛΥ
